ICN,Related_Term_List,Related_Term_List_Trimmed
201007520, civilian vehicle,civilian vehicle
201007520, Kondoz,Kondoz
201007520, March,March
201007520, targeting,targeting
201007520, vehicle,vehicle
201006742,Badghis,Badghis
201006742, Band,Band
201006742, Mangan,Mangan
201006742, Morghab,Morghab
201006742, night,night
201006742, police vehicle,police vehicle
201006742, vehicle,vehicle
201007546,Afghanistan,Afghanistan
201007546, March,March
201007546, Oruzgan,Oruzgan
201007546, targeting,targeting
201007546, tractor,tractor
201006310,Army,Army
201006310, army checkpoint,army checkpoint
201006310, center,center
201006310, checkpoint,checkpoint
201006310, Mosul,Mosul
201006310, soldiers,soldiers
201006351,Khad,Khad
201006351, Mansur,Mansur
201006351, March,March
201006351, neighborhood,neighborhood
201006351, ra neighborhood,ra neighborhood
201006351, roadside,roadside
201006351, station,station
201006313,Jihad,Jihad
201006313, March,March
201006313, neighborhood,neighborhood
201006313, Rashid,Rashid
201006313, school,school
201006313, station,station
201006320,damage,damage
201006320, Kirkuk,Kirkuk
201006320, March,March
201006320, roadside,roadside
201006390,damage,damage
201006390, downtown,downtown
201006390, March,March
201006390, Salah,Salah
201006390, Tikrit,Tikrit
201006326,Al Iskandariyah,Al Iskandariyah
201006326, Babil,Babil
201006326, damage,damage
201006326, March,March
201006326, roadside,roadside
201006345,Al Anbar,Al Anbar
201006345, Al Fallujah,Al Fallujah
201006345, district,district
201006345, March,March
201006345, roadside,roadside
201006484,attempt,attempt
201006484, elections,elections
201006484, Islamic State,Islamic State
201006484, March,March
201006484, parliamentary elections,parliamentary elections
201006484, Sunni,Sunni
201006484, voter,voter
201006323,Bayji,Bayji
201006323, damage,damage
201006323, March,March
201006323, Salah,Salah
201006323, station,station
201006339,Baghdad,Baghdad
201006339, district,district
201006339, March,March
201006339, neighborhood,neighborhood
201006344,children,children
201006344, Diyala,Diyala
201006344, March,March
201006344, station,station
201006346,Diyala,Diyala
201006346, Jalula,Jalula
201006346, March,March
201006322,civilians,civilians
201006322, March,March
201006322, route,route
201006322, Salah,Salah
201006322, station,station
201006322, Yathrib,Yathrib
201006394,damage,damage
201006394, Diyala,Diyala
201006394, March,March
201006394, roadside,roadside
201006394, station,station
201006348,Diyala,Diyala
201006348, March,March
201006348, noon,noon
201006348, others,others
201006348, roadside,roadside
201006348, vehicle,vehicle
201006356,Al Mahmudiyah,Al Mahmudiyah
201006356, Babil,Babil
201006356, center,center
201006356, March,March
201006356, officers,officers
201006356, police officers,police officers
201006333,Al Mada,Al Mada
201006333, elections,elections
201006333, parliamentary elections,parliamentary elections
201006333, roadside,roadside
201006333, route,route
201006333, station,station
201006325,damage,damage
201006325, Diyala,Diyala
201006325, kilometers,kilometers
201006325, kilometers southwest,kilometers southwest
201006325, March,March
201006325, morning,morning
201006325, southwest,southwest
201006353,Balad Ruz,Balad Ruz
201006353, Iraqi,Iraqi
201006353, National Movement,National Movement
201006353, noon,noon
201006353, party,party
201006353, party building,party building
201006353, political party,political party
201006353, political party building,political party building
201006828,Balochistan,Balochistan
201006828, Bugti,Bugti
201006828, Dera Bugti,Dera Bugti
201006828, tribesmen,tribesmen
201006828, vehicle,vehicle
201006307,Al Anbar,Al Anbar
201006307, Al Fallujah,Al Fallujah
201006307, alimin,alimin
201006307, attack,attack
201006307, dumpster,dumpster
201006307, elections,elections
201006307, garbage,garbage
201006307, garbage dumpster,garbage dumpster
201006307, Jumhuriya,Jumhuriya
201006307, mortar,mortar
201006307, mortar attack,mortar attack
201006307, parliamentary elections,parliamentary elections
201006680,Afghanistan,Afghanistan
201006680, Kandahar,Kandahar
201006680, March,March
201006680, Taliban,Taliban
201007548,elder,elder
201007548, Shah Juy,Shah Juy
201007548, tribal elder,tribal elder
201007548, Zabol,Zabol
201006373,East Singhbhum,East Singhbhum
201006373, India,India
201006373, Jharkhand,Jharkhand
201006373, Maoist,Maoist
201006373, village,village
201006376,committee,committee
201006376, PCPA,PCPA
201006376, Police Atrocities,Police Atrocities
201006376, West Bengal,West Bengal
201006376, West Midnapore,West Midnapore
201006389,India,India
201006389, Marxist,Marxist
201006389, West Midnapore,West Midnapore
201007526,computers,computers
201007526, equipment,equipment
201007526, Faryab,Faryab
201007526, guard hostage,guard hostage
201007526, Qorghan,Qorghan
201007526, school,school
201007526, school security,school security
201007526, school security guard,school security guard
201007526, security guard hostage,security guard hostage
201007528,Faryab,Faryab
201007528, girls,girls
201007528, guards,guards
201007528, Qaramqul,Qaramqul
201007528, school,school
201007528, security guards,security guards
201007542,checkpoint,checkpoint
201007542, district headquarters,district headquarters
201007542, grenade,grenade
201007542, headquarters,headquarters
201007542, police checkpoint,police checkpoint
201007542, propelled grenades,propelled grenades
201007542, Seyyedan,Seyyedan
201007542, small arms,small arms
201006794,agency,agency
201006794, fire,fire
201006794, Kandahar,Kandahar
201006794, morning,morning
201006794, vehicle,vehicle
201007522,construction,construction
201007522, construction materials,construction materials
201007522, Darzab,Darzab
201007522, furniture,furniture
201007522, Jowzjan,Jowzjan
201007522, materials,materials
201006312,center,center
201006312, child,child
201006312, hand,hand
201006312, hand grenade,hand grenade
201006312, Zahraa,Zahraa
201006782,crowd,crowd
201006782, Helmand,Helmand
201006782, Marjah,Marjah
201006782, President Hamid Karzai,President Hamid Karzai
201006782, rockets,rockets
201006782, Taliban,Taliban
201007547,Andar,Andar
201007547, district headquarters,district headquarters
201007547, Ghazni,Ghazni
201007547, headquarters,headquarters
201007547, March,March
201007547, rockets,rockets
201006246,Al Kazimiyah,Al Kazimiyah
201006246, Katyusha,Katyusha
201006246, Madinat,Madinat
201006246, neighborhood,neighborhood
201006246, rockets,rockets
201006245,Katyusha,Katyusha
201006245, March,March
201006245, neighborhood,neighborhood
201006245, rockets,rockets
201006304,center,center
201006304, Dragh,Dragh
201006304, Mansur,Mansur
201006304, morning,morning
201006304, mortar,mortar
201006304, mortar rounds,mortar rounds
201006304, rounds,rounds
201006358,Al Anbar,Al Anbar
201006358, Al Fallujah,Al Fallujah
201006358, Julan,Julan
201006358, March,March
201006358, mortar,mortar
201006330,Al Anbar,Al Anbar
201006330, Al Fallujah,Al Fallujah
201006330, miles,miles
201006330, miles north,miles north
201006330, mortar,mortar
201006330, mortar rounds,mortar rounds
201006330, north,north
201006330, rounds,rounds
201006341,Al Anbar,Al Anbar
201006341, Ar Ramadi,Ar Ramadi
201006341, mortar,mortar
201006341, mortar rounds,mortar rounds
201006341, rounds,rounds
201006341, station,station
201006337,Mansur,Mansur
201006337, mortar,mortar
201006337, mortar rounds,mortar rounds
201006337, noon,noon
201006337, rounds,rounds
201006337, station,station
201006342,mortar,mortar
201006342, mortar rounds,mortar rounds
201006342, rounds,rounds
201006342, Salah,Salah
201006342, Samarra,Samarra
201006342, station,station
201006315,March,March
201006315, mortar,mortar
201006315, mortar rounds,mortar rounds
201006315, neighborhood,neighborhood
201006315, rounds,rounds
201006315, station,station
201006331,mortar,mortar
201006331, mortar rounds,mortar rounds
201006331, neighborhood,neighborhood
201006331, Raghibah Khatun,Raghibah Khatun
201006331, rounds,rounds
201006331, store,store
201006335,mortar,mortar
201006335, mortar rounds,mortar rounds
201006335, Mosul,Mosul
201006335, rounds,rounds
201006335, station,station
201006335, Zahraa,Zahraa
201006357,Al Yusufiyah,Al Yusufiyah
201006357, Babil,Babil
201006357, mortar,mortar
201006357, mortar rounds,mortar rounds
201006357, rounds,rounds
201006343,Al Anbar,Al Anbar
201006343, Al Karmah,Al Karmah
201006343, mortar,mortar
201006343, mortar rounds,mortar rounds
201006343, rounds,rounds
201006343, station,station
201006328,Bayji,Bayji
201006328, mortar,mortar
201006328, mortar rounds,mortar rounds
201006328, rounds,rounds
201006328, Salah,Salah
201006328, station,station
201006329,Buhriz,Buhriz
201006329, Diyala,Diyala
201006329, mortar,mortar
201006329, mortar rounds,mortar rounds
201006329, rounds,rounds
201006329, station,station
201006349,Durah,Durah
201006349, mortar,mortar
201006349, mortar rounds,mortar rounds
201006349, neighborhood,neighborhood
201006349, Rashid,Rashid
201006349, rounds,rounds
201006349, station,station
201006300,center,center
201006300, March,March
201006300, morning,morning
201006300, mortar,mortar
201006300, mortar rounds,mortar rounds
201006300, rounds,rounds
201006321,Bakr,Bakr
201006321, mortar,mortar
201006321, mortar rounds,mortar rounds
201006321, Mosul,Mosul
201006321, Ninawa,Ninawa
201006321, rounds,rounds
201006321, station,station
201006334,Khad,Khad
201006334, mortar,mortar
201006334, mortar rounds,mortar rounds
201006334, Mosul,Mosul
201006334, Ninawa,Ninawa
201006334, rounds,rounds
201006334, station,station
201006242,Al Karkh,Al Karkh
201006242, Green,Green
201006242, Islamic Shiite Resistance,Islamic Shiite Resistance
201006242, morning,morning
201006242, mortar,mortar
201006242, mortar rounds,mortar rounds
201006242, rounds,rounds
201006319,Al Mahmudiyah,Al Mahmudiyah
201006319, Babil,Babil
201006319, mortar,mortar
201006319, mortar rounds,mortar rounds
201006319, rounds,rounds
201006319, station,station
201007543,checkpoint,checkpoint
201007543, March,March
201007543, means,means
201007543, police checkpoint,police checkpoint
201007543, unknown means,unknown means
201007428,company convoy,company convoy
201007428, Kohneh,Kohneh
201007428, Koshk,Koshk
201007428, private security,private security
201007428, private security company,private security company
201007428, private security company convoy,private security company convoy
201007428, private security guards,private security guards
201007428, security,security
201007428, security company,security company
201007428, security company convoy,security company convoy
201006378,Dantewara,Dantewara
201006378, employee,employee
201006378, India,India
201006378, Maoist,Maoist
201009621,chairman,chairman
201009621, council,council
201009621, Gaza City,Gaza City
201009621, Quds Open University,Quds Open University
201009621, s student,s student
201009620,Fatah,Fatah
201009620, Gaza City,Gaza City
201009620, Gaza Strip,Gaza Strip
201009620, HAMAS,HAMAS
201006745,building,building
201006745, district police,district police
201006745, district police headquarters,district police headquarters
201006745, explosives,explosives
201006745, facility,facility
201006745, headquarters,headquarters
201006745, Khowst,Khowst
201006745, NATO,NATO
201006745, North Atlantic Treaty Organization,North Atlantic Treaty Organization
201006745, police facility,police facility
201006745, police headquarters,police headquarters
201006745, site,site
201006745, vest,vest
201006795,company,company
201006795, Khowst,Khowst
